Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:6nkPv5NcRS9XntrMffR0Mh,"HEIST MUSIC","HEIST MUSIC","NIGHTCAP",2023-06-02,172577,24,false,osorys,2024-04-23T17:03:11Z,"","Epidemic Electronic",0.711,0.891,11,-5.438,0,0.0541,0.0734,0.846,0.138,0.266,125.991,4
spotify:track:1ls2PNiOHOxmSfHRyslgAl,"Shiver","Shiver","John Summit;HAYLA",2024-02-14,234330,7,false,osorys,2024-08-04T10:49:41Z,"house,tech house","Experts Only",0.537,0.924,4,-4.616,0,0.034,0.0013,0.0000342,0.108,0.0623,127.025,4
spotify:track:42oMPB2sRZfTN9vV2aN1NK,"Let It Die","Let It Die","Rival;Philip Strand",2020-03-13,217931,39,false,osorys,2024-08-06T10:32:01Z,"tropical house","Future Generation",0.302,0.538,7,-6.657,1,0.0345,0.577,0,0.177,0.303,173.93,4
spotify:track:2WtAN4pdVELZmswx5QGGyY,"Judgement Day","Judgement Day","Hardwell;Sub Zero Project",2023-04-21,268800,43,false,osorys,2024-09-06T10:59:54Z,"big room,edm,house progressive,electronica,hardstyle,frenchcore,hardcore","Revealed Recordings",0.536,0.994,1,-5.908,0,0.13,0.0028,0.825,0.121,0.0703,150.008,4
spotify:track:5WaCTfpXlIfWCGS4gUsSb6,"Lifeline","Lifeline","Aversion;Nathalie Blue",2024-08-29,205218,32,false,osorys,2024-09-11T09:07:57Z,"hardstyle,frenchcore,hardcore","TC Records",0.254,0.852,0,-4.796,0,0.15,0.0746,0,0.106,0.21,159.533,4
spotify:track:5B2KdpqWRwcnO2Cfxh7MSX,"C U Again","NCS: The Best of 2016","Cartoon;Jéja;Mikk Mäe;Futuristik",2016-12-16,202971,31,false,osorys,2024-10-10T10:43:56Z,"","NCS",0.533,0.863,4,-1.186,0,0.0605,0.022,0.0000842,0.181,0.134,175.074,4
spotify:track:50cHsbjIjPC8CGKkfaDKSJ,"Save Me","Save Me","Sub Zero Project;Rebelion",2024-10-03,223213,50,false,osorys,2024-10-18T17:28:51Z,"hardstyle,frenchcore,hardcore","Acid Reign",0.432,0.902,3,-5.566,0,0.0752,0.00253,0.00748,0.124,0.211,153.064,4
spotify:track:5mSlXZMYwREQrEyHRbfBJh,"Rain Frequencies","Rain Frequencies","Psychooz",2025-01-07,276809,17,false,osorys,2025-02-07T10:29:41Z,"tekno,acid techno","3lik",0.491,0.757,4,-11.745,0,0.0407,0.131,0.309,0.0947,0.0711,162.962,4
spotify:track:1IZM43GPo2TjC9RpN3Ll3E,"Deep Sea Glowstick (#171)","Deep Sea Glowstick (#171)","Eternal Fluidity",2025-10-21,283039,0,false,osorys,2025-11-02T01:36:12Z,"","Eternal Fluidity Publishing",0.707,0.94,7,-13.004,0,0.0388,0.25,0.843,0.121,0.124,124.071,3
spotify:track:0I4r2J5kgPWeTJKszgquMB,"Terrorists","Terrorists","Protokseed;Mobbs Radical",2026-01-15,234000,24,false,osorys,2026-01-23T16:36:05Z,"tekno,acid techno,hard techno,techno,frenchcore,trap metal,horrorcore","Omny Lab",0.66,0.989,11,-2.451,1,0.288,0.0015,0.0231,0.264,0.234,160.013,4
spotify:track:56geOMTR9kzfSRd52WfQWp,"The Cruel Angel's Thesis (Neon Genesis Evangelion)","The Cruel Angel's Thesis (Neon Genesis Evangelion)","Steve Aoki;Gammer;Dimatik",2026-01-30,178500,43,false,osorys,2026-01-30T14:15:42Z,"électro house,edm,happy hardcore,hardstyle,techno hardcore,melbourne bounce,psytrance","Dim Mak Records",0.605,0.936,5,-4.406,0,0.224,0.0021,0.0382,0.0577,0.333,159.991,4
spotify:track:6qpYafQBtbAahx4U0V6VYL,"Be Alright","Be Alright","Stonebank;EMEL",2016-04-01,299294,45,false,osorys,2026-01-31T13:05:29Z,"happy hardcore,dubstep","Monstercat",0.538,0.77,7,-3.924,0,0.103,0.00216,0.165,0.355,0.235,170.035,4
spotify:track:1byT9d4YrzqScztfNuxSSC,"Somebody Else","Somebody Else","halocline",2025-11-07,221538,39,true,osorys,2026-04-09T13:05:09Z,"","Night Dive Records",0.705,0.558,11,-10.613,1,0.0482,0.511,0.0148,0.108,0.393,116.996,4
